File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
FreeRTOS v10.1.0/FreeRTOS/Source/portable/MPLAB/PIC32MZ/portmacro.h,161,150,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"		#error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/MSVC-MingW/portmacro.h,104,150,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"		#error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/MikroC/ARM_CM4F/portmacro.h,145,156,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"        #error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/RVDS/ARM_CA9/port.c,66,150,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"		#error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/RVDS/ARM_CM3/portmacro.h,130,150,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"		#error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/RVDS/ARM_CM4F/portmacro.h,130,150,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"		#error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/RVDS/ARM_CM4_MPU/portmacro.h,166,150,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"		#error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/RVDS/ARM_CM7/r0p1/portmacro.h,130,150,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"		#error configUSE_PORT_OPTIMISED_TASK_SELECTION can only be set to 1 when configMAX_PRIORITIES is less than or equal to 32.  It is very rare that a system requires more than 10 to 15 difference priorities as tasks that share a priority will time slice.",eea4bb42deb3a5098d7cd26b4441fb29926a840d2af74fb0f77dc5347bbd4da5
FreeRTOS v10.1.0/FreeRTOS/Source/portable/Softune/MB91460/port.c,50,39,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"	 ANDCCR #0xDF								;Switch back to system stack",e1076dd200d5164a364afb781157fa03aace182ca219864eceb76df1a3943a37
FreeRTOS v10.1.0/FreeRTOS/Source/portable/Softune/MB91460/port.c,55,39,4,shell,system,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"	 ANDCCR #0xDF								;Switch back to system stack",e1076dd200d5164a364afb781157fa03aace182ca219864eceb76df1a3943a37
